05978	奸	CJK UNIFIED IDEOGRAPH-5978
08e1d	踝	CJK UNIFIED IDEOGRAPH-8E1D
09abc	骼	CJK UNIFIED IDEOGRAPH-9ABC
07ac4	竄	CJK UNIFIED IDEOGRAPH-7AC4
05918	夘	CJK UNIFIED IDEOGRAPH-5918
0592b	夫	CJK UNIFIED IDEOGRAPH-592B
059d3	姓	CJK UNIFIED IDEOGRAPH-59D3
08b6f	譯	CJK UNIFIED IDEOGRAPH-8B6F
09a42	驂	CJK UNIFIED IDEOGRAPH-9A42
059ea	姪	CJK UNIFIED IDEOGRAPH-59EA
08b74	譴	CJK UNIFIED IDEOGRAPH-8B74
07699	皙	CJK UNIFIED IDEOGRAPH-7699
06ef4	滴	CJK UNIFIED IDEOGRAPH-6EF4
06587	文	CJK UNIFIED IDEOGRAPH-6587
06b59	歙	CJK UNIFIED IDEOGRAPH-6B59
07abf	窿	CJK UNIFIED IDEOGRAPH-7ABF
06e1a	渚	CJK UNIFIED IDEOGRAPH-6E1A
07acb	立	CJK UNIFIED IDEOGRAPH-7ACB
0984b	顋	CJK UNIFIED IDEOGRAPH-984B
09a4d	驍	CJK UNIFIED IDEOGRAPH-9A4D
06578	數	CJK UNIFIED IDEOGRAPH-6578
0967a	険	CJK UNIFIED IDEOGRAPH-967A
0788d	碍	CJK UNIFIED IDEOGRAPH-788D
082eb	苫	CJK UNIFIED IDEOGRAPH-82EB
08555	蕕	CJK UNIFIED IDEOGRAPH-8555
08233	舳	CJK UNIFIED IDEOGRAPH-8233
085cd	藍	CJK UNIFIED IDEOGRAPH-85CD
096a0	隠	CJK UNIFIED IDEOGRAPH-96A0
05703	圃	CJK UNIFIED IDEOGRAPH-5703
07114	焔	CJK UNIFIED IDEOGRAPH-7114
076b9	皹	CJK UNIFIED IDEOGRAPH-76B9
062e1	拡	CJK UNIFIED IDEOGRAPH-62E1
082df	苟	CJK UNIFIED IDEOGRAPH-82DF
07a9f	窟	CJK UNIFIED IDEOGRAPH-7A9F
07672	癲	CJK UNIFIED IDEOGRAPH-7672
08541	蕁	CJK UNIFIED IDEOGRAPH-8541
05065	健	CJK UNIFIED IDEOGRAPH-5065
09677	陷	CJK UNIFIED IDEOGRAPH-9677
062dc	拜	CJK UNIFIED IDEOGRAPH-62DC
07a84	窄	CJK UNIFIED IDEOGRAPH-7A84
08569	蕩	CJK UNIFIED IDEOGRAPH-8569
0822a	航	CJK UNIFIED IDEOGRAPH-822A
057f4	埴	CJK UNIFIED IDEOGRAPH-57F4
0506c	偬	CJK UNIFIED IDEOGRAPH-506C
09663	陣	CJK UNIFIED IDEOGRAPH-9663
0767d	白	CJK UNIFIED IDEOGRAPH-767D
07d2e	紮	CJK UNIFIED IDEOGRAPH-7D2E
07cb2	粲	CJK UNIFIED IDEOGRAPH-7CB2
089a7	覧	CJK UNIFIED IDEOGRAPH-89A7
04f70	佰	CJK UNIFIED IDEOGRAPH-4F70
09df9	鷹	CJK UNIFIED IDEOGRAPH-9DF9
0678c	枌	CJK UNIFIED IDEOGRAPH-678C
07c4c	籌	CJK UNIFIED IDEOGRAPH-7C4C
06961	楡	CJK UNIFIED IDEOGRAPH-6961
07de0	締	CJK UNIFIED IDEOGRAPH-7DE0
06975	極	CJK UNIFIED IDEOGRAPH-6975
07d3a	紺	CJK UNIFIED IDEOGRAPH-7D3A
09d26	鴦	CJK UNIFIED IDEOGRAPH-9D26
07cbd	粽	CJK UNIFIED IDEOGRAPH-7CBD
089aa	親	CJK UNIFIED IDEOGRAPH-89AA
06785	枅	CJK UNIFIED IDEOGRAPH-6785
04f7f	使	CJK UNIFIED IDEOGRAPH-4F7F
05bee	寮	CJK UNIFIED IDEOGRAPH-5BEE
08964	襤	CJK UNIFIED IDEOGRAPH-8964
07def	緯	CJK UNIFIED IDEOGRAPH-7DEF
0697c	楼	CJK UNIFIED IDEOGRAPH-697C
052ab	劫	CJK UNIFIED IDEOGRAPH-52AB
0602f	怯	CJK UNIFIED IDEOGRAPH-602F
08757	蝗	CJK UNIFIED IDEOGRAPH-8757
07464	瑤	CJK UNIFIED IDEOGRAPH-7464
0947c	鑼	CJK UNIFIED IDEOGRAPH-947C
05273	剳	CJK UNIFIED IDEOGRAPH-5273
07470	瑰	CJK UNIFIED IDEOGRAPH-7470
080dd	胝	CJK UNIFIED IDEOGRAPH-80DD
060e3	惣	CJK UNIFIED IDEOGRAPH-60E3
087bb	螻	CJK UNIFIED IDEOGRAPH-87BB
07316	猖	CJK UNIFIED IDEOGRAPH-7316
06020	怠	CJK UNIFIED IDEOGRAPH-6020
087c0	蟀	CJK UNIFIED IDEOGRAPH-87C0
093d8	鏘	CJK UNIFIED IDEOGRAPH-93D8
060da	惚	CJK UNIFIED IDEOGRAPH-60DA
06746	杆	CJK UNIFIED IDEOGRAPH-6746
09475	鑵	CJK UNIFIED IDEOGRAPH-9475
0874e	蝎	CJK UNIFIED IDEOGRAPH-874E
07c92	粒	CJK UNIFIED IDEOGRAPH-7C92
0526a	剪	CJK UNIFIED IDEOGRAPH-526A
074a7	璧	CJK UNIFIED IDEOGRAPH-74A7
08019	耙	CJK UNIFIED IDEOGRAPH-8019
09298	銘	CJK UNIFIED IDEOGRAPH-9298
088f3	裳	CJK UNIFIED IDEOGRAPH-88F3
0619a	憚	CJK UNIFIED IDEOGRAPH-619A
07be6	篦	CJK UNIFIED IDEOGRAPH-7BE6
07e5a	繚	CJK UNIFIED IDEOGRAPH-7E5A
05c4f	屏	CJK UNIFIED IDEOGRAPH-5C4F
05cb7	岷	CJK UNIFIED IDEOGRAPH-5CB7
06a13	樓	CJK UNIFIED IDEOGRAPH-6A13
07b19	笙	CJK UNIFIED IDEOGRAPH-7B19
07b2c	第	CJK UNIFIED IDEOGRAPH-7B2C
08fa7	辧	CJK UNIFIED IDEOGRAPH-8FA7
09ecc	黌	CJK UNIFIED IDEOGRAPH-9ECC
0618e	憎	CJK UNIFIED IDEOGRAPH-618E
05c40	局	CJK UNIFIED IDEOGRAPH-5C40
06f7c	潼	CJK UNIFIED IDEOGRAPH-6F7C
088fe	裾	CJK UNIFIED IDEOGRAPH-88FE
08f64	轤	CJK UNIFIED IDEOGRAPH-8F64
06829	栩	CJK UNIFIED IDEOGRAPH-6829
08a02	訂	CJK UNIFIED IDEOGRAPH-8A02
09b2f	鬯	CJK UNIFIED IDEOGRAPH-9B2F
06a1e	樞	CJK UNIFIED IDEOGRAPH-6A1E
08a16	訖	CJK UNIFIED IDEOGRAPH-8A16
07b25	笥	CJK UNIFIED IDEOGRAPH-7B25
09b3b	鬻	CJK UNIFIED IDEOGRAPH-9B3B
06a0a	樊	CJK UNIFIED IDEOGRAPH-6A0A
09be3	鯣	CJK UNIFIED IDEOGRAPH-9BE3
07bdd	篝	CJK UNIFIED IDEOGRAPH-7BDD
0819d	膝	CJK UNIFIED IDEOGRAPH-819D
07e43	繃	CJK UNIFIED IDEOGRAPH-7E43
07e9b	纛	CJK UNIFIED IDEOGRAPH-7E9B
086db	蛛	CJK UNIFIED IDEOGRAPH-86DB
06168	慨	CJK UNIFIED IDEOGRAPH-6168
061c3	懃	CJK UNIFIED IDEOGRAPH-61C3
081bd	膽	CJK UNIFIED IDEOGRAPH-81BD
07504	甄	CJK UNIFIED IDEOGRAPH-7504
08151	腑	CJK UNIFIED IDEOGRAPH-8151
07262	牢	CJK UNIFIED IDEOGRAPH-7262
07e8f	纏	CJK UNIFIED IDEOGRAPH-7E8F
075fe	痾	CJK UNIFIED IDEOGRAPH-75FE
086ef	蛯	CJK UNIFIED IDEOGRAPH-86EF
09e91	麑	CJK UNIFIED IDEOGRAPH-9E91
0927e	鉾	CJK UNIFIED IDEOGRAPH-927E
05475	呵	CJK UNIFIED IDEOGRAPH-5475
08179	腹	CJK UNIFIED IDEOGRAPH-8179
086d4	蛔	CJK UNIFIED IDEOGRAPH-86D4
07e94	纔	CJK UNIFIED IDEOGRAPH-7E94
09e8c	麌	CJK UNIFIED IDEOGRAPH-9E8C
066f9	曹	CJK UNIFIED IDEOGRAPH-66F9
053f0	台	CJK UNIFIED IDEOGRAPH-53F0
061ba	憺	CJK UNIFIED IDEOGRAPH-61BA
081c6	臆	CJK UNIFIED IDEOGRAPH-81C6
07538	甸	CJK UNIFIED IDEOGRAPH-7538
054a2	咢	CJK UNIFIED IDEOGRAPH-54A2
0547c	呼	CJK UNIFIED IDEOGRAPH-547C
05449	呉	CJK UNIFIED IDEOGRAPH-5449
075f3	痳	CJK UNIFIED IDEOGRAPH-75F3
0793c	礼	CJK UNIFIED IDEOGRAPH-793C
06c11	民	CJK UNIFIED IDEOGRAPH-6C11
06daf	涯	CJK UNIFIED IDEOGRAPH-6DAF
09924	餤	CJK UNIFIED IDEOGRAPH-9924
058b3	墳	CJK UNIFIED IDEOGRAPH-58B3
05f18	弘	CJK UNIFIED IDEOGRAPH-5F18
0584b	塋	CJK UNIFIED IDEOGRAPH-584B
06d77	海	CJK UNIFIED IDEOGRAPH-6D77
06d63	浣	CJK UNIFIED IDEOGRAPH-6D63
04ed9	仙	CJK UNIFIED IDEOGRAPH-4ED9
058c7	壇	CJK UNIFIED IDEOGRAPH-58C7
05ac1	嫁	CJK UNIFIED IDEOGRAPH-5AC1
058be	墾	CJK UNIFIED IDEOGRAPH-58BE
05abc	媼	CJK UNIFIED IDEOGRAPH-5ABC
09918	餘	CJK UNIFIED IDEOGRAPH-9918
08d66	赦	CJK UNIFIED IDEOGRAPH-8D66
08cfa	賺	CJK UNIFIED IDEOGRAPH-8CFA
0839f	莟	CJK UNIFIED IDEOGRAPH-839F
06d6e	浮	CJK UNIFIED IDEOGRAPH-6D6E
058ca	壊	CJK UNIFIED IDEOGRAPH-58CA
056c8	囈	CJK UNIFIED IDEOGRAPH-56C8
070ae	炮	CJK UNIFIED IDEOGRAPH-70AE
0970e	霎	CJK UNIFIED IDEOGRAPH-970E
09059	遙	CJK UNIFIED IDEOGRAPH-9059
064e7	擧	CJK UNIFIED IDEOGRAPH-64E7
08d99	趙	CJK UNIFIED IDEOGRAPH-8D99
051fd	函	CJK UNIFIED IDEOGRAPH-51FD
0634d	捍	CJK UNIFIED IDEOGRAPH-634D
08435	萵	CJK UNIFIED IDEOGRAPH-8435
090a6	邦	CJK UNIFIED IDEOGRAPH-90A6
063b5	掵	CJK UNIFIED IDEOGRAPH-63B5
09065	遥	CJK UNIFIED IDEOGRAPH-9065
06d88	消	CJK UNIFIED IDEOGRAPH-6D88
097fb	韻	CJK UNIFIED IDEOGRAPH-97FB
084d6	蓖	CJK UNIFIED IDEOGRAPH-84D6
0834a	荊	CJK UNIFIED IDEOGRAPH-834A
0706f	灯	CJK UNIFIED IDEOGRAPH-706F
05893	墓	CJK UNIFIED IDEOGRAPH-5893
0567a	噺	CJK UNIFIED IDEOGRAPH-567A
056a0	嚠	CJK UNIFIED IDEOGRAPH-56A0
0843c	萼	CJK UNIFIED IDEOGRAPH-843C
063a9	掩	CJK UNIFIED IDEOGRAPH-63A9
09716	霖	CJK UNIFIED IDEOGRAPH-9716
090aa	邪	CJK UNIFIED IDEOGRAPH-90AA
063bb	掻	CJK UNIFIED IDEOGRAPH-63BB
063a8	推	CJK UNIFIED IDEOGRAPH-63A8
083c5	菅	CJK UNIFIED IDEOGRAPH-83C5
0511f	償	CJK UNIFIED IDEOGRAPH-511F
063cf	描	CJK UNIFIED IDEOGRAPH-63CF
083b1	莱	CJK UNIFIED IDEOGRAPH-83B1
0771e	眞	CJK UNIFIED IDEOGRAPH-771E
0707c	灼	CJK UNIFIED IDEOGRAPH-707C
06357	捗	CJK UNIFIED IDEOGRAPH-6357
08352	荒	CJK UNIFIED IDEOGRAPH-8352
084ee	蓮	CJK UNIFIED IDEOGRAPH-84EE
064d2	擒	CJK UNIFIED IDEOGRAPH-64D2
0907f	避	CJK UNIFIED IDEOGRAPH-907F
05a9b	媛	CJK UNIFIED IDEOGRAPH-5A9B
0642c	搬	CJK UNIFIED IDEOGRAPH-642C
063b4	掴	CJK UNIFIED IDEOGRAPH-63B4
083cc	菌	CJK UNIFIED IDEOGRAPH-83CC
07707	眇	CJK UNIFIED IDEOGRAPH-7707
0970d	霍	CJK UNIFIED IDEOGRAPH-970D
063c0	揀	CJK UNIFIED IDEOGRAPH-63C0
070ad	炭	CJK UNIFIED IDEOGRAPH-70AD
08420	萠	CJK UNIFIED IDEOGRAPH-8420
05104	億	CJK UNIFIED IDEOGRAPH-5104
051fe	凾	CJK UNIFIED IDEOGRAPH-51FE
084da	蓚	CJK UNIFIED IDEOGRAPH-84DA
064e6	擦	CJK UNIFIED IDEOGRAPH-64E6
097f5	韵	CJK UNIFIED IDEOGRAPH-97F5
09058	遘	CJK UNIFIED IDEOGRAPH-9058
06cf3	泳	CJK UNIFIED IDEOGRAPH-6CF3
06380	掀	CJK UNIFIED IDEOGRAPH-6380
08d73	赳	CJK UNIFIED IDEOGRAPH-8D73
05851	塑	CJK UNIFIED IDEOGRAPH-5851
05f31	弱	CJK UNIFIED IDEOGRAPH-5F31
04e1e	丞	CJK UNIFIED IDEOGRAPH-4E1E
06c38	永	CJK UNIFIED IDEOGRAPH-6C38
0992c	餬	CJK UNIFIED IDEOGRAPH-992C
05f25	弥	CJK UNIFIED IDEOGRAPH-5F25
04e0a	上	CJK UNIFIED IDEOGRAPH-4E0A
04ef0	仰	CJK UNIFIED IDEOGRAPH-4EF0
05fdd	忝	CJK UNIFIED IDEOGRAPH-5FDD
099d2	駒	CJK UNIFIED IDEOGRAPH-99D2
08d67	赧	CJK UNIFIED IDEOGRAPH-8D67
04ed8	付	CJK UNIFIED IDEOGRAPH-4ED8
05a5a	婚	CJK UNIFIED IDEOGRAPH-5A5A
0638f	掏	CJK UNIFIED IDEOGRAPH-638F
04e07	万	CJK UNIFIED IDEOGRAPH-4E07
079e3	秣	CJK UNIFIED IDEOGRAPH-79E3
0639b	掛	CJK UNIFIED IDEOGRAPH-639B
08385	莅	CJK UNIFIED IDEOGRAPH-8385
099dd	駝	CJK UNIFIED IDEOGRAPH-99DD
05879	塹	CJK UNIFIED IDEOGRAPH-5879
0531d	匝	CJK UNIFIED IDEOGRAPH-531D
0750c	甌	CJK UNIFIED IDEOGRAPH-750C
092b9	銹	CJK UNIFIED IDEOGRAPH-92B9
06627	昧	CJK UNIFIED IDEOGRAPH-6627
09e9f	麟	CJK UNIFIED IDEOGRAPH-9E9F
075f2	痲	CJK UNIFIED IDEOGRAPH-75F2
0815f	腟	CJK UNIFIED IDEOGRAPH-815F
05448	呈	CJK UNIFIED IDEOGRAPH-5448
0547b	呻	CJK UNIFIED IDEOGRAPH-547B
053f1	叱	CJK UNIFIED IDEOGRAPH-53F1
09266	鉦	CJK UNIFIED IDEOGRAPH-9266
06155	慕	CJK UNIFIED IDEOGRAPH-6155
066f8	書	CJK UNIFIED IDEOGRAPH-66F8
09e8b	麋	CJK UNIFIED IDEOGRAPH-9E8B
0814b	腋	CJK UNIFIED IDEOGRAPH-814B
08178	腸	CJK UNIFIED IDEOGRAPH-8178
0862d	蘭	CJK UNIFIED IDEOGRAPH-862D
072a0	犠	CJK UNIFIED IDEOGRAPH-72A0
081b3	膳	CJK UNIFIED IDEOGRAPH-81B3
061cd	懍	CJK UNIFIED IDEOGRAPH-61CD
07505	甅	CJK UNIFIED IDEOGRAPH-7505
061b6	憶	CJK UNIFIED IDEOGRAPH-61B6
053d9	叙	CJK UNIFIED IDEOGRAPH-53D9
08150	腐	CJK UNIFIED IDEOGRAPH-8150
07e9c	纜	CJK UNIFIED IDEOGRAPH-7E9C
05306	匆	CJK UNIFIED IDEOGRAPH-5306
07511	甑	CJK UNIFIED IDEOGRAPH-7511
08622	蘢	CJK UNIFIED IDEOGRAPH-8622
081be	膾	CJK UNIFIED IDEOGRAPH-81BE
072af	犯	CJK UNIFIED IDEOGRAPH-72AF
08811	蠑	CJK UNIFIED IDEOGRAPH-8811
09b3c	鬼	CJK UNIFIED IDEOGRAPH-9B3C
08a17	託	CJK UNIFIED IDEOGRAPH-8A17
05c55	展	CJK UNIFIED IDEOGRAPH-5C55
05deb	巫	CJK UNIFIED IDEOGRAPH-5DEB
09be2	鯢	CJK UNIFIED IDEOGRAPH-9BE2
06182	憂	CJK UNIFIED IDEOGRAPH-6182
06f6f	潯	CJK UNIFIED IDEOGRAPH-6F6F
07e56	繖	CJK UNIFIED IDEOGRAPH-7E56
0818a	膊	CJK UNIFIED IDEOGRAPH-818A
09bd6	鯖	CJK UNIFIED IDEOGRAPH-9BD6
088fd	製	CJK UNIFIED IDEOGRAPH-88FD
06196	憖	CJK UNIFIED IDEOGRAPH-6196
05c41	屁	CJK UNIFIED IDEOGRAPH-5C41
08805	蠅	CJK UNIFIED IDEOGRAPH-8805
06fa3	澣	CJK UNIFIED IDEOGRAPH-6FA3
08a03	訃	CJK UNIFIED IDEOGRAPH-8A03
07b18	笘	CJK UNIFIED IDEOGRAPH-7B18
07e4d	繍	CJK UNIFIED IDEOGRAPH-7E4D
08193	膓	CJK UNIFIED IDEOGRAPH-8193
068fa	棺	CJK UNIFIED IDEOGRAPH-68FA
088f2	裲	CJK UNIFIED IDEOGRAPH-88F2
06f74	潴	CJK UNIFIED IDEOGRAPH-6F74
08839	蠹	CJK UNIFIED IDEOGRAPH-8839
06a12	樒	CJK UNIFIED IDEOGRAPH-6A12
09ebf	麿	CJK UNIFIED IDEOGRAPH-9EBF
08a0e	討	CJK UNIFIED IDEOGRAPH-8A0E
05cb6	岶	CJK UNIFIED IDEOGRAPH-5CB6
055f7	嗷	CJK UNIFIED IDEOGRAPH-55F7
05e84	庄	CJK UNIFIED IDEOGRAPH-5E84
09460	鑠	CJK UNIFIED IDEOGRAPH-9460
06753	杓	CJK UNIFIED IDEOGRAPH-6753
08018	耘	CJK UNIFIED IDEOGRAPH-8018
09306	錆	CJK UNIFIED IDEOGRAPH-9306
0550f	唏	CJK UNIFIED IDEOGRAPH-550F
0803f	耿	CJK UNIFIED IDEOGRAPH-803F
06021	怡	CJK UNIFIED IDEOGRAPH-6021
07459	瑙	CJK UNIFIED IDEOGRAPH-7459
0527d	剽	CJK UNIFIED IDEOGRAPH-527D
0675e	杞	CJK UNIFIED IDEOGRAPH-675E
080de	胞	CJK UNIFIED IDEOGRAPH-80DE
07317	猗	CJK UNIFIED IDEOGRAPH-7317
067c4	柄	CJK UNIFIED IDEOGRAPH-67C4
05514	唔	CJK UNIFIED IDEOGRAPH-5514
052b9	効	CJK UNIFIED IDEOGRAPH-52B9
052ac	劬	CJK UNIFIED IDEOGRAPH-52AC
05272	割	CJK UNIFIED IDEOGRAPH-5272
07c50	籐	CJK UNIFIED IDEOGRAPH-7C50
06790	析	CJK UNIFIED IDEOGRAPH-6790
05e47	幇	CJK UNIFIED IDEOGRAPH-5E47
04f59	余	CJK UNIFIED IDEOGRAPH-4F59
09d2a	鴪	CJK UNIFIED IDEOGRAPH-9D2A
07cca	糊	CJK UNIFIED IDEOGRAPH-7CCA
09d3e	鴾	CJK UNIFIED IDEOGRAPH-9D3E
07cbe	精	CJK UNIFIED IDEOGRAPH-7CBE
07d22	索	CJK UNIFIED IDEOGRAPH-7D22
0696f	楯	CJK UNIFIED IDEOGRAPH-696F
07ddc	緜	CJK UNIFIED IDEOGRAPH-7DDC
06974	楴	CJK UNIFIED IDEOGRAPH-6974
07c5f	籟	CJK UNIFIED IDEOGRAPH-7C5F
07de1	緡	CJK UNIFIED IDEOGRAPH-7DE1
069ae	榮	CJK UNIFIED IDEOGRAPH-69AE
05b09	嬉	CJK UNIFIED IDEOGRAPH-5B09
089a6	覦	CJK UNIFIED IDEOGRAPH-89A6
07cb3	粳	CJK UNIFIED IDEOGRAPH-7CB3
06960	楠	CJK UNIFIED IDEOGRAPH-6960
07dd5	緕	CJK UNIFIED IDEOGRAPH-7DD5
0678b	枋	CJK UNIFIED IDEOGRAPH-678B
09df8	鷸	CJK UNIFIED IDEOGRAPH-9DF8
05be2	寢	CJK UNIFIED IDEOGRAPH-5BE2
0570d	圍	CJK UNIFIED IDEOGRAPH-570D
096c9	雉	CJK UNIFIED IDEOGRAPH-96C9
0711c	焜	CJK UNIFIED IDEOGRAPH-711C
0767e	百	CJK UNIFIED IDEOGRAPH-767E
082d1	苑	CJK UNIFIED IDEOGRAPH-82D1
07897	碗	CJK UNIFIED IDEOGRAPH-7897
062ef	拯	CJK UNIFIED IDEOGRAPH-62EF
06551	救	CJK UNIFIED IDEOGRAPH-6551
09662	院	CJK UNIFIED IDEOGRAPH-9662
0766a	癪	CJK UNIFIED IDEOGRAPH-766A
08568	蕨	CJK UNIFIED IDEOGRAPH-8568
082e5	若	CJK UNIFIED IDEOGRAPH-82E5
062db	招	CJK UNIFIED IDEOGRAPH-62DB
06545	故	CJK UNIFIED IDEOGRAPH-6545
09676	陶	CJK UNIFIED IDEOGRAPH-9676
065bd	施	CJK UNIFIED IDEOGRAPH-65BD
065c6	旆	CJK UNIFIED IDEOGRAPH-65C6
076b8	皸	CJK UNIFIED IDEOGRAPH-76B8
085ba	薺	CJK UNIFIED IDEOGRAPH-85BA
057fc	埼	CJK UNIFIED IDEOGRAPH-57FC
08540	蕀	CJK UNIFIED IDEOGRAPH-8540
062e0	拠	CJK UNIFIED IDEOGRAPH-62E0
0789a	碚	CJK UNIFIED IDEOGRAPH-789A
07667	癧	CJK UNIFIED IDEOGRAPH-7667
082f9	苹	CJK UNIFIED IDEOGRAPH-82F9
062d4	拔	CJK UNIFIED IDEOGRAPH-62D4
0788e	碎	CJK UNIFIED IDEOGRAPH-788E
05716	圖	CJK UNIFIED IDEOGRAPH-5716
0622e	戮	CJK UNIFIED IDEOGRAPH-622E
09f2c	鼬	CJK UNIFIED IDEOGRAPH-9F2C
05925	夥	CJK UNIFIED IDEOGRAPH-5925
06b7f	歿	CJK UNIFIED IDEOGRAPH-6B7F
0984c	題	CJK UNIFIED IDEOGRAPH-984C
09a5a	驚	CJK UNIFIED IDEOGRAPH-9A5A
07a46	穆	CJK UNIFIED IDEOGRAPH-7A46
05931	失	CJK UNIFIED IDEOGRAPH-5931
098c6	飆	CJK UNIFIED IDEOGRAPH-98C6
09ac0	髀	CJK UNIFIED IDEOGRAPH-9AC0
078ba	確	CJK UNIFIED IDEOGRAPH-78BA
0592c	夬	CJK UNIFIED IDEOGRAPH-592C
05919	夙	CJK UNIFIED IDEOGRAPH-5919
08e0a	踊	CJK UNIFIED IDEOGRAPH-8E0A
07ac5	竅	CJK UNIFIED IDEOGRAPH-7AC5
09aa8	骨	CJK UNIFIED IDEOGRAPH-9AA8
06baa	殪	CJK UNIFIED IDEOGRAPH-6BAA
09a43	驃	CJK UNIFIED IDEOGRAPH-9A43
059e6	姦	CJK UNIFIED IDEOGRAPH-59E6
06b64	此	CJK UNIFIED IDEOGRAPH-6B64
09a57	驗	CJK UNIFIED IDEOGRAPH-9A57
08597	薗	CJK UNIFIED IDEOGRAPH-8597
08b49	證	CJK UNIFIED IDEOGRAPH-8B49
08e1e	踞	CJK UNIFIED IDEOGRAPH-8E1E
09acf	髏	CJK UNIFIED IDEOGRAPH-9ACF
0f9ab	嶺	CJK UNIFIED IDEOGRAPH-5DBA
078be	碾	CJK UNIFIED IDEOGRAPH-78BE
09ac4	髄	CJK UNIFIED IDEOGRAPH-9AC4
07aa9	窩	CJK UNIFIED IDEOGRAPH-7AA9
07a42	穂	CJK UNIFIED IDEOGRAPH-7A42
08b71	譱	CJK UNIFIED IDEOGRAPH-8B71
06b6f	歯	CJK UNIFIED IDEOGRAPH-6B6F
06582	斂	CJK UNIFIED IDEOGRAPH-6582
08efb	軻	CJK UNIFIED IDEOGRAPH-8EFB
0858a	薊	CJK UNIFIED IDEOGRAPH-858A
07688	皈	CJK UNIFIED IDEOGRAPH-7688
06b7b	死	CJK UNIFIED IDEOGRAPH-6B7B
09ab0	骰	CJK UNIFIED IDEOGRAPH-9AB0
078ca	磊	CJK UNIFIED IDEOGRAPH-78CA
06e1d	渝	CJK UNIFIED IDEOGRAPH-6E1D
098b6	颶	CJK UNIFIED IDEOGRAPH-98B6
0f9af	羚	CJK UNIFIED IDEOGRAPH-7F9A
05909	変	CJK UNIFIED IDEOGRAPH-5909
07a4d	積	CJK UNIFIED IDEOGRAPH-7A4D
09855	顕	CJK UNIFIED IDEOGRAPH-9855
08587	薇	CJK UNIFIED IDEOGRAPH-8587
08b6c	譬	CJK UNIFIED IDEOGRAPH-8B6C
06b74	歴	CJK UNIFIED IDEOGRAPH-6B74
09699	隙	CJK UNIFIED IDEOGRAPH-9699
09f21	鼡	CJK UNIFIED IDEOGRAPH-9F21
096b9	隹	CJK UNIFIED IDEOGRAPH-96B9
07887	碇	CJK UNIFIED IDEOGRAPH-7887
09672	陲	CJK UNIFIED IDEOGRAPH-9672
07a81	突	CJK UNIFIED IDEOGRAPH-7A81
082e1	苡	CJK UNIFIED IDEOGRAPH-82E1
05048	偈	CJK UNIFIED IDEOGRAPH-5048
07893	碓	CJK UNIFIED IDEOGRAPH-7893
09666	陦	CJK UNIFIED IDEOGRAPH-9666
06555	敕	CJK UNIFIED IDEOGRAPH-6555
0854b	蕋	CJK UNIFIED IDEOGRAPH-854B
0767a	発	CJK UNIFIED IDEOGRAPH-767A
07a95	窕	CJK UNIFIED IDEOGRAPH-7A95
06233	戳	CJK UNIFIED IDEOGRAPH-6233
076c8	盈	CJK UNIFIED IDEOGRAPH-76C8
08236	舶	CJK UNIFIED IDEOGRAPH-8236
0622a	截	CJK UNIFIED IDEOGRAPH-622A
05712	園	CJK UNIFIED IDEOGRAPH-5712
05074	側	CJK UNIFIED IDEOGRAPH-5074
062d0	拐	CJK UNIFIED IDEOGRAPH-62D0
0967d	陽	CJK UNIFIED IDEOGRAPH-967D
082dc	苜	CJK UNIFIED IDEOGRAPH-82DC
0696b	楫	CJK UNIFIED IDEOGRAPH-696B
07c40	籀	CJK UNIFIED IDEOGRAPH-7C40
04f7c	佼	CJK UNIFIED IDEOGRAPH-4F7C
05e57	幗	CJK UNIFIED IDEOGRAPH-5E57
05289	劉	CJK UNIFIED IDEOGRAPH-5289
05ecf	廏	CJK UNIFIED IDEOGRAPH-5ECF
07cce	糎	CJK UNIFIED IDEOGRAPH-7CCE
069a7	榧	CJK UNIFIED IDEOGRAPH-69A7
07d32	紲	CJK UNIFIED IDEOGRAPH-7D32
05e43	幃	CJK UNIFIED IDEOGRAPH-5E43
05bdd	寝	CJK UNIFIED IDEOGRAPH-5BDD
07c54	籔	CJK UNIFIED IDEOGRAPH-7C54
07dec	緬	CJK UNIFIED IDEOGRAPH-7DEC
04f75	併	CJK UNIFIED IDEOGRAPH-4F75
05be6	實	CJK UNIFIED IDEOGRAPH-5BE6
09def	鷯	CJK UNIFIED IDEOGRAPH-9DEF
07c4f	籏	CJK UNIFIED IDEOGRAPH-7C4F
07dd1	緑	CJK UNIFIED IDEOGRAPH-7DD1
04fad	侭	CJK UNIFIED IDEOGRAPH-4FAD
05b2c	嬬	CJK UNIFIED IDEOGRAPH-5B2C
09d23	鴣	CJK UNIFIED IDEOGRAPH-9D23
05e4e	幎	CJK UNIFIED IDEOGRAPH-5E4E
05bd2	寒	CJK UNIFIED IDEOGRAPH-5BD2
07c83	粃	CJK UNIFIED IDEOGRAPH-7C83
09470	鑰	CJK UNIFIED IDEOGRAPH-9470
06025	急	CJK UNIFIED IDEOGRAPH-6025
0730a	猊	CJK UNIFIED IDEOGRAPH-730A
0803b	耻	CJK UNIFIED IDEOGRAPH-803B
05538	唸	CJK UNIFIED IDEOGRAPH-5538
067cf	柏	CJK UNIFIED IDEOGRAPH-67CF
06031	怱	CJK UNIFIED IDEOGRAPH-6031
074a2	璢	CJK UNIFIED IDEOGRAPH-74A2
